#	Tentative constraint	Sentence	Critical segment	10001_response	10001_RT	10001_actual_start	10001_comments and/or part of previous slide	10004_response	10004_RT	10004_actual_start	10004_comments and/or part of previous slide	10005_response	10005_RT	10005_actual_start	10005_comments and/or part of previous slide	10006_response	10006_RT	10006_actual_start	10006_comments and/or part of previous slide	11003_response	11003_RT	11003_actual_start	11003_comments and/or part of previous slide	11005_response	11005_RT	11005_actual_start	11005_comments and/or part of previous slide	11007_response	11007_RT	11007_actual_start	11007_comments and/or part of previous slide	11009_response	11009_RT	11009_actual_start	11009_comments and/or part of previous slide	11010_response	11010_RT	11010_actual_start	11010_comments and/or part of previous slide	11011_response	11011_RT	11011_actual_start	11011_comments and/or part of previous slide	11012_response	11012_RT	11012_actual_start	11012_comments and/or part of previous slide	11013_response	11013_RT	11013_actual_start	11013_comments and/or part of previous slide	11014_response	11014_RT	11014_actual_start	11014_comments and/or part of previous slide	11015_response	11015_RT	11015_actual_start	11015_comments and/or part of previous slide	11017_response	11017_RT	11017_actual_start	11017_comments and/or part of previous slide	11018_response	11018_RT	11018_actual_start	11018_comments and/or part of previous slide	11019_response	11019_RT	11019_actual_start	11019_comments and/or part of previous slide	11020_response	11020_RT	11020_actual_start	11020_comments and/or part of previous slide	11021_response	11021_RT	11021_actual_start	11021_comments and/or part of previous slide	11022_response	11022_RT	11022_actual_start	11022_comments and/or part of previous slide	11023_response	11023_RT	11023_actual_start	11023_comments and/or part of previous slide	11024_response	11024_RT	11024_actual_start	11024_comments and/or part of previous slide	11025_response	11025_RT	11025_actual_start	11025_comments and/or part of previous slide	11026_response	11026_RT	11026_actual_start	11026_comments and/or part of previous slide	11027_response	11027_RT	11027_actual_start	11027_comments and/or part of previous slide	11030_response	11030_RT	11030_actual_start	11030_comments and/or part of previous slide	11031_response	11031_RT	11031_actual_start	11031_comments and/or part of previous slide	11032_response	11032_RT	11032_actual_start	11032_comments and/or part of previous slide	11033_response	11033_RT	11033_actual_start	11033_comments and/or part of previous slide	Y0001_response	Y0001_RT	Y0001_actual_start	Y0001_comments and/or part of previous slide	Y0002_response	Y0002_RT	Y0002_actual_start	Y0002_comments and/or part of previous slide	Y0003_response	Y0003_RT	Y0003_actual_start	Y0003_comments and/or part of previous slide	Y0004_response	Y0004_RT	Y0004_actual_start	Y0004_comments and/or part of previous slide	Y0005N_response	Y0005N_RT	Y0005N_actual_start	Y0005N_comments and/or part of previous slide	Y0006N_response	Y0006N_RT	Y0006N_actual_start	Y0006N_comments and/or part of previous slide	Y0007_response	Y0007_RT	Y0007_actual_start	Y0007_comments and/or part of previous slide	Y0008_response	Y0008_RT	Y0008_actual_start	Y0008_comments and/or part of previous slide	Y0010_response	Y0010_RT	Y0010_actual_start	Y0010_comments and/or part of previous slide	Y0011_response	Y0011_RT	Y0011_actual_start	Y0011_comments and/or part of previous slide	Y0013_response	Y0013_RT	Y0013_actual_start	Y0013_comments and/or part of previous slide	Y0014_response	Y0014_RT	Y0014_actual_start	Y0014_comments and/or part of previous slide	Y0015_response	Y0015_RT	Y0015_actual_start	Y0015_comments and/or part of previous slide	Y0016_response	Y0016_RT	Y0016_actual_start	Y0016_comments and/or part of previous slide	Y0017_response	Y0017_RT	Y0017_actual_start	Y0017_comments and/or part of previous slide	Y0018_response	Y0018_RT	Y0018_actual_start	Y0018_comments and/or part of previous slide	Y0019_response	Y0019_RT	Y0019_actual_start	Y0019_comments and/or part of previous slide	Y0020_response	Y0020_RT	Y0020_actual_start	Y0020_comments and/or part of previous slide	Y0021_response	Y0021_RT	Y0021_actual_start	Y0021_comments and/or part of previous slide	Y0022_response	Y0022_RT	Y0022_actual_start	Y0022_comments and/or part of previous slide	Y0023_response	Y0023_RT	Y0023_actual_start	Y0023_comments and/or part of previous slide	Y0024_response	Y0024_RT	Y0024_actual_start	Y0024_comments and/or part of previous slide	Y0025_response	Y0025_RT	Y0025_actual_start	Y0025_comments and/or part of previous slide	Y0027_response	Y0027_RT	Y0027_actual_start	Y0027_comments and/or part of previous slide	Y0028_response	Y0028_RT	Y0028_actual_start	Y0028_comments and/or part of previous slide	Y0030_response	Y0030_RT	Y0030_actual_start	Y0030_comments and/or part of previous slide	Y0033_response	Y0033_RT	Y0033_actual_start	Y0033_comments and/or part of previous slide	Y0034_response	Y0034_RT	Y0034_actual_start	Y0034_comments and/or part of previous slide	Y0035_response	Y0035_RT	Y0035_actual_start	Y0035_comments and/or part of previous slide	Y0036_response	Y0036_RT	Y0036_actual_start	Y0036_comments and/or part of previous slide	Y0037_response	Y0037_RT	Y0037_actual_start	Y0037_comments and/or part of previous slide	Y0038_response	Y0038_RT	Y0038_actual_start	Y0038_comments and/or part of previous slide	Y0039_response	Y0039_RT	Y0039_actual_start	Y0039_comments and/or part of previous slide	Y0040_response	Y0040_RT	Y0040_actual_start	Y0040_comments and/or part of previous slide	Y0041_response	Y0041_RT	Y0041_actual_start	Y0041_comments and/or part of previous slide	Y0042_response	Y0042_RT	Y0042_actual_start	Y0042_comments and/or part of previous slide	Y0043_response	Y0043_RT	Y0043_actual_start	Y0043_comments and/or part of previous slide	Y0044_response	Y0044_RT	Y0044_actual_start	Y0044_comments and/or part of previous slide	Y0045_response	Y0045_RT	Y0045_actual_start	Y0045_comments and/or part of previous slide	Y0032_response	Y0032_RT	Y0032_actual_start	Y0032_comments and/or part of previous slide	Y0031_response	Y0031_RT	Y0031_actual_start	Y0031_comments and/or part of previous slide	Y0029_response	Y0029_RT	Y0029_actual_start	Y0029_comments and/or part of previous slide	11004_response	11004_RT	11004_actual_start	11004_comments and/or part of previous slide	11002_response	11002_RT	11002_actual_start	11002_comments and/or part of previous slide	Y0060_response	Y0060_RT	Y0060_actual_start	Y0060_comments and/or part of previous slide	Y0059_response	Y0059_RT	Y0059_actual_start	Y0059_comments and/or part of previous slide	Y0056_response	Y0056_RT	Y0056_actual_start	Y0056_comments and/or part of previous slide	Y0055_response	Y0055_RT	Y0055_actual_start	Y0055_comments and/or part of previous slide	Y0054_response	Y0054_RT	Y0054_actual_start	Y0054_comments and/or part of previous slide	Y0053_response	Y0053_RT	Y0053_actual_start	Y0053_comments and/or part of previous slide	Y0052_response	Y0052_RT	Y0052_actual_start	Y0052_comments and/or part of previous slide	Y0048_response	Y0048_RT	Y0048_actual_start	Y0048_comments and/or part of previous slide	Y0058_response	Y0058_RT	Y0058_actual_start	Y0058_comments and/or part of previous slide	Y0057_response	Y0057_RT	Y0057_actual_start	Y0057_comments and/or part of previous slide	11006_response	11006_RT	11006_actual_start	11006_comments and/or part of previous slide	11008_response	11008_RT	11008_actual_start	11008_comments and/or part of previous slide
1	high	Отправитель наклеил на письмо	103	марку	1457	-		марку	1531	635	"-наклеил"	марку	1498	488	"-клеил"	марку	0894	0203	-ил	почтовую, марку	1596		два слова	штамп	1869			марку	1560	348	ил	марку	1678			марки	1706			марку	1531			марку	1359			марку	2174			марку	1881	451	"ил"	марку	1642			почтовые марки	3057		Два слова	марку	1822	211	л	марку	1982		ил, ответ на следующем слайде	марку	2198	406	еил	марку	1419	384	леил	марку	1547			марку	1068	267	ил	марку	1059	238	ил	марку	2717	324	ил	марку	1485	108	л	марку	986			марку	1130	-	-	марку	0980	-	-	марку	1802	-	-	марку	1360	-	-	марку	1769	109	л	марку	1524	231	еил	марку	1625	604	наклеил	марку	1029			марку	1098			марку	1442	372	еил	марку	1606	252	еил	марку	1267			марку	1081	268	ил	марку	1583			марку	3014	0708	-"ил"	марку	1182	-	-	марку	1487	-	-	марку	3638	0166	-"ил"	марку	1083	-	-	марку	1314	-	-	марку	2700	2557	-"ил"	марку	1234	-	-	марку	1823	-	-	марку	1226	-	-	марку	1765	-	-	марку	1872	-	-	марку	1629	0745	-"клеил", запись с другого файла	марку	1572			марку	2253	-	-	марку	1673	-	-	марку	1825			марку	1772			марку	1735			марку	1418	 - 		марки	1489			марку	1585			марку	2660	 - 	долгая пауза перед "марку", слово "марку" произнесено по слогам	марку	1943	 - 		марку	1408	0098	"-ил"	марку	1203	 - 		марку	1354	 - 		марку	1247	0713	"наклеил"; дочитал на следующем слайде	марку	1967	0445	"-леил"	марку	138			марку	2727	141	-"л"	марку	1653			марку	1556	526	"еил"	марку	1378	0504	″леил″	марку	1796	0238	-"ил"	марку	1234	-	-	марку	1546	-	-	марку	1963	-	-	марку	1486	-	-	марку	2313	-	-	марку	2086	-	-	марку	2333	0124	-"ил"	марку	1548	-	-	марку	1058	0267	-"ил"; "ма-"	марки	1989	-	-	марку	1443	-	ответ в другом звуковом файле
2	high	Кошки превосходно видят в	204	темноте	1218			темноте	638	388	"видят"	темноте	609			темноте	0464	0432	-видят	темноте	554			темноте	1313			темноте	632			темноте	1186			темноте	813			темноте	637			темноте	443			темноте	1086			темноте	1099			темноте	639	207	"видят"	темноте	2683			темноте	980	239	дят	темноте	599	408	видят	темноте	905			темноте	1782	59	т	темноте	1516			темноте	358			темноте	462			темноте	1084	78	т	темноте	861	182	т	темноте	597	194	ят	темноте	360	-	-	темноте	0352	-	-	темноте	1563	-	-	темноте	0520	-	-	темноте	1209	321	т	темноте	934			темноте	690	449	дят	темноте	482			темноте	907			темноте	548	216	дят	темноте	643			темноте	1044			темноте	886			темноте	623			темноте	0698	-	-	темноте	1207	-		темноте	0620	-	-	темноте	1503	0375	-"дят", слитно "втемноте"	темноте	0523	-	-	темноте	1232	-	-	темноте	2442	-	-	темноте	1373	-	-	темноте	1201	0160	-"ят"	темноте	0398	-	-	темноте	0620	-	-	темноте	1420	-	-	темноте	0826	0355	-"превосходно", запись с другого файла	темноте	705	56	т	темноте	0915	-	-	темноте	1036	-	-	темноте	819			темноте	616			темноте	1787			темноте	1029	 - 		темноте	955			темноте	965			темноте	1065	 - 		темноте	0831	 - 		темноте	0440	 - 		темноте	0320	 - 		темноте	0379	 - 	дочитал на следующем слайде	темноте	0603	0589	"-но видят"	штанах	1062	0235	"-дят"	темноте	93			темноте	66			темноте	1351			темноте	1216	472	"-идят"; не договорил слово-таргет	темноте	0790			темноте	0939	0145	-"дят"	темноте	0824	-	-	темноте	0636	-	-	темноте	1009	-	-	темонте	0753	0421	-"видят"	темноте	0769	-	-	темноте	0976	-	-	темноте	0589	-	-	ночи	1476	-	-	темноте	0556	0128	-"ят"	темноте	0997	-	-	ночи	1442	-	-
3	high	Перед сном бабушка выключила в комнате	304	свет	1332			свет	1321	718	"выключила"	телевизор	2044			свет	1031	0607	-учила	лампу	1770	664	выключила; конец ответа в следующем файле	свет	1294			свет	1484	324	ила	свет	1078			свет	1574			свет	1620	378	"чила"	свет	1477	425	"чила"	светильник	2042			свет	2025	733	"выключила"	свет	1237	414	чила	свет	1244	251	л	свет	1270			свет	675	280	чила	свет	1590			свет	1704	258	ла	свет	1584	503	чила	свет	969	57	а	свет	887	406	чила	свет	1660	168	ла	свет	1164	86	а	свет	1051	452	чила	свет	947	-	-	свет	0998	-	-	свет	1341	-	-	свет	1701	0298	-ила	свет	1975			свет	1190	134	а	ночник	2590	465	ючила	свет	1131	357	чила	свет	1082			свет	2792	1317	выключила	свет	1508	91	а	свет	1482		вопросительная интонация	свет	1236			музыку	1222			свет	1450	0234	-"ла"	свет	1026	-	-добавил "в комнате свет"	свет	1573	-	-	свет	1122	0513	-"чила"	свет	1028	-	-	свет	1147	-	-	свет	1578	0663	-"выключила"	свет	1667	-	-	свет	1644	-	-	телевизор	0939	-	-	свет	1434	-	-	свет	1342	-	-	свет	1346	-	-"выключил", запись с другого файла	ночник	3064			телефизор	2221	-	-	свет	2169	1334	-"выключила" два раза повторяет	свет	1800	499	"-чила"	свет	1892	495	"-чила"	свет	1440			свет	1699	 - 		светильник	1785			свет	1477			светильник	2168	0306	"-чила"	свет	1118	 - 		свет	1087	0043	"-а"	свет	1202	 - 		свет	1164	0572	"-лючила"	свет	1231	0396	"-ла"	утюг	2311	0252	"-чила"	свет	978	386	-лючила	свет	1111			свет	1872			телевизор	1433	456	"-чила"Ж не договорил	свет	1254	0339	″ила″	свет	1514	0138	-"ла"	свет	1202	-	-	свет	1446	-	-	обогреватель	2746	-	-	свет	1349	-	-	свет	1599	0777	-"ла"	свет	2392	0137	-"ла"	свет	1529	-	-	свет	2279	0280	-"а"	утюг	1341	0448	-"чила"	телевизор	1470	-	-	свет	1087	-	-
4	high	Артисты поклонились и ушли за	404	кулисы	0811			кулисы	2876	629	"ушли"	занавес	1028			кулисы	0756	0341	-ли	кулисы	1325			кулисы	985			кулисы	949	246	и	кулисы	952			кулисы	2173			кулисы	1340	171	"за"	кулисы	965			кулисы	1640			занавес	1381	511	"ушли"	сцену	940			сцену	1964	472	шли	кулисы	1204	283	шли	кулисы	2381	249	шли	кулисы	1180			кулисы	1365	139	шли	занавес	1272			сцену	1049			кулисы	871	144	и	кулисы	2343	836	и ушли	кулисы	1245	356	шли	сцену	1444	579	и ушли	кулисы	506	-	-	кулисы	0537	-	-	кулисы	2282	-	-	кулисы	1063	-	-	кулисы	796	437	шли	дверь	1548			кулисы	1048	325	шли	кулисы	765	155	и	сцену	1572	297	ли	рамки	1939	331	ли	кулисы	766			кулисы	997			кулисы	996			кулисы	882			сцену	1963	-	-	кулисы	0748	-	-	кулисы	2809	0355	-"шли"	дом	1450	0377	-"ились"	кулисы	1366	-	-	кулисы	0721	-	-	пивом	2177	0437	-"ушли"	сцену	1522	-	-	кулисы	1955	-	-	кулисы	0836	-	-	кулисы	0746	-	-	актером	5427	0366	-"шли"	кулисы	1517	0685	-"шли"	кулисы	1436			кулисы	1772	-	-	кулисы	1693	-	-	кулисы	1060			кулисы	1923			сцену	1456			занавес	1591	 - 		кулисы	1305			кулисы	1286			кулисы	05789	 - 		кулисы	0910	 - 		кулисы	0992	 - 		кулисы	2410	 - 		кулисы	0812	0163	"-ли"; дочитал на следующем слайде	кулисы	1220	0551		навес	1432	0361	"-шли"	кулисы	1143	15	-ли	кулисы	1084			кулисы	2898	0297	"ли"	cцену	1611	1005	"ушли"	кулисы	1681			кулисы	1235	0104	-"и"	кулисы	0869	0210	-"и"	кулисы	0750	-	-	пивом	1455	-	-	сцену	1346	-	-	кулисы	3934	-	-	кулисы	1045	-	-	кулисы	1825	-	-	кулисы	1358	0256	-"и"	кулисы	0694	0183	-"и"	кулисы	1672	-	-	кулисы	1666	0337	-"шли"
5	high	Туристы спускались на байдарках по	504	склону	1262			реке	1003			реке	824			реке	1310	0500	-рках	реке	981			реке	1854			реке	1214			реке	1608			реке	2051	324	"ках"	реке	1071	569	"арках"	реке	1257	425	"дарках"	реке	1150			реке	1773	388	"дарках"	реке	1480	484	ках	реке	1735			реке	1000	222	ках	реке	1266	232	ках	речке	1503	179	ах	сплаву	1692	354	дарках	реке	807			реке	745	250	ках	реке	606	367	арках	водопаду	1427	76	х	реке	813			каналу	1030			речке	741	-	-	реке	1076	-	-	реке	2478	-	-	реке	1428	-	-	реке	1252			реке	1344	635	йдарках	Волге	1569	449	ках	реке	662	155	ах	реке	968			реке	2774	461	рках	реке	1453			реке	1677			реке	972			реке	774			реке	0565	-	-	течению	0621	-	-	реке	1295			реке	2573	0383	"-ках"	озеру	1172	-	-	реке	1064	-	-	реке	1327	0460	-"арках	реке	1326	-	-	реке	1571	-	-	реке	0757	-	-	речке	1548	-	-	реке	1732	-	-	реке	2554	0939	-"на байдарках"	порогам	1699	49	сь	реке	1799	-	-	реке	3169	-	-	реке	1432			реке	734			порогам	1331			реке	1981	 - 		течению	1435			склону	1256			реке	1022	 - 		реке	1244	 - 		реке	1406	0028	"-х"	реке	0773	 - 		горной реке	0896	0060	"-ах"	реке	2416	0942	"на байдарках"	Волге	1821	0549	"-дарках"	реке	1391	314	-рках	реке	2591			склону	1649			речке	2632	708	"-дарках"	реке	1042	0287	″ках″	реке	1172	-	-	реке	1594	0221	-"ках"	реке	1113	-	-	реке	1408	-	-	реке	1371	-	-	реке	1232	-	-	реке	1408	-	-	реке	1827	-	-	реке	1608	-	-	реке	0731	0419	-"дарках"; "ре-"	реке	1030	0315	-"ках"	реке	1060	0313	-"ках"
6	high	Проводник положил лимон и сахар в	605	чашку	0633			кружку	1494	675	"сахар"	чай	668	502	"и сахар"	чай	0524	0382	-сахар	кофе	884	242	хар	стакан	976			чай	1012			чай	1575			чай	3428		повтор "в"	чай	718	627	"и сахар"	чай	448			чай	1865			чай	813	302	"сахар"	чай	806	193	ар	стакан	1054			стакан	900			стакан	3510	291	сахар	чай	617			столешницу	3188			стакан	798			стакан	1017			чай	777	347	ахар	чай	1342	359	сахар	кружку	580	348	сахар	стакан	684	371	сахар	чай	422	-	-	чай	0607	-	-	чай	0530	-	-	чай	0555	-	-	чай	1821			чай	1505	487	ахар	стакан	848	136	ар	чашку	745			чашку	978			чашечку	2835	412	ахар	чай	523			чашку	1365			чай	946	224	хар	кофе	664			чай	0538	-	-	чай	0484	-	-	чашку	2467	0218	-"хар"	чай	0694	0727	"-ар"	чашку	0872	-	-	чай	0543	-	-	кружку	1196	-	-	чай	0711	-	-	чай	1142	0284	-"ахар"	чай	1018	-	-	чай	0606	-	-	стакан	0738	-	-	-	-	-	-нет ответа	стакан	1640	181	хар	стакан	1069	-	-	стакан	1121	0405	-"Сахар"	стакан	2114			чай	691			бокал	1845			чашку	1538	 - 		стаканчик	765			стакан	3156			чай	0471	 - 		чай	0708	 - 		чашку	0679	0358	"сахар"	чай	0544	 - 		чай	1275	0483	"сахар"	стакан	0873	0801	"-он и сахар"; дочитал на следующем слайде	вот в эту выемку между полочками, где полотенца складываешь на ночь	5463	0553	"и сахар"	стакан	753			тарелку	2363			чай	0941			чай	2398	268	"-хар"	чай	1023	0371	″хар″	стакан	1117	-	-	чашку	2060	-	-	стакан	0783	-	-	чай	1174	-	-	стакан	0850	-	-	шкафу	3820	-	долгая пауза	чай	1653	-	-	чай	0900	-	-	чай	0472	-	-	чай	0595	-	-	стакан	3545	-	-	кружку	3572	-	-
7	high	Гости положили грязные тарелки в	705	мойку	1580			раковину	1197	511	"-елки"	раковину	761			раковину	1164	0690	-релки	раковину	891	738	тарелки	поднос	2058			раковину	755			мойку	1930			раковину	1564			мойку	707	276	"ки"	посудомоечную машину	987		Два слова	раковину	1494			шкаф	852			посудомойку	1759			раковину	1435	172	и	мойку	1570	138	и	раковину	3117	452	лки	раковину	848	355	елки	раковину	799	332	лки	раковину	968			раковину	524	235	ки	раковину	1570	291	ки	шкаф	1868	468	елки	посудомойку	1413	292	ки	посудомойку	1766			мойку	1195	-	-	раковину	1688	-	-	раковину	1749	-	-	раковину	0485	-	-	раковину	1106			раковину	900			раковину	1132	147	и	раковину	470			раковину	1588			посудомоечную машину	1214	581	елки, два слова вместо одного	раковину	2588			раковину	2362			раковину	2687	127	и, растянуто "в-в-в"	раковину	747			посудомойку	1481	-	-долгая пауза	посудомойку	1066	-	-начал ответ с "м.."	раковину	1513	0541	-"релки"	раковину	1007	0210	-"лки"	раковину	1632	-	-	машину	2232	-	-сомнение	раковину	1448	-	-	раковину	0661	-	-	посудомойку	1473	-	-	мойку	1353	-	-	посудомойку	0521	-	-	мойку	1941	-	-	посудомойку	1547	-	-	раковину	619	90	и	раковину	2064	-	-	раковину	1261	-	-	раковину	2054			раковину	2032			раковину	1907			раковину	0944	0134	"-и-"	раковину	1880			раковину	1901			посудомойку	0909	 - 		раковину	0721	0033	"-и"	посудомойку	1507	 - 		раковину	1595	 - 		раковину	0688	0484	"-релки"	раковину	1649	1113	"-ые тарелки"	деньги	1352	0495	"-релки"	раковину	486	151	-ки	посудомойку	4408		замешкался в середине	посудомойку	2705			мойку	201	69	вопроситинтонация; "-релки" 	раковину	1163	0344	″ки″	раковину	1186	0112	-"ки"	раковину	0905	0170	-"и"	раковину	2101	-	-	раковину	1519	-	-	раковину	2215	0062	-"ки"	раковину	1909	-	-	раковину	1059	-	-	раковину	2560	-	-	раковину	1262	-	-	мойку	0276	0234	-"ки"	раковину	0444	0200	-"ки"	раковину	0492	-	-
8	high	Учитель написал пример мелом на	805	доске	0807			доске	966			доске	717			доске	0765	0342	-мелом	доске	1967		начала говорить "на школь"	доске	700			доске	814			доске	1350			доске	1231			доске	523	340	"елом"	доске	836			доске	1293			доске	1245	610	"мелом"	доске	517	302	мелом	доске	828	153	л	доске	1134	218	ом	доске	875	406	мелом	доске	1006			доске	934	46	м	доске	861			доске	614		Кашлянул				Нет ответа	доске	1360	170	ом	доске	645	338	мелом	доске	459			доске	365	-	-	доске	0754	-	-	доске	0835	-	-	доске	0502	-	-	доске	774			доске	1625	551	мелом	доске	1716	510	мелом	доске	734			доске	734			доске	673	106	м	доске	1244			доске	896			доске	598			доске	700			доске	0507	-	-	доске	0845	-	-	доске	0556	0335	-"мелом"	доске	0526	0167	-"ом"	доске	0509	-	-	доске	0544	-	-	доске	0607	-	-	доске	0669	-	-	доске	1197	-	-	доске	1409	-	-	доске	0549	0130	-"лом"	доске	0660	-	-	доске	0901	0467	-запись с другого файла	доске	754			доске	1041	-	-	доске	0828	0659	-"мелом"	доске	906			доске	1182			окне	1376			доске	0918	 - 		доске	829			доске	1406			доске	0731	 - 		доске	0851	 - 		доске	0377	 - 		доске	0509	 - 		доске	0734	0417	"мелом"; дочитал на следующем слайде	доске	0519	0399	"мелом"	доске	1072	0409	"-елом"	доске	1231			доске	1914			доске	1222			доске	772	337	"ом"	доске	0928	0276	″лом″	доске	1249	-	-	доске	0726	-	-	доске	0627	-	-	доске	1231	-	-	доске	0970	-	-	доске	0700	-	-	доске	1654	-	-	доске	1219	-	-	доске	0593	-	-	доске	0549	0103	-"лом"	доске	0488	0201	-"ом"	доске	2029	-	-
9	high	После ужина хозяйка помыла	903	посуду	1243			посуду	1536	519	"хозяйка"	тарелки	1494	589	"хозяйка"	тарелки	2871	0551	-яйка	стол	1410			посуду	1164			окна	1866	242	ка	посуду	2164			посуду	2081			посуду	1103	535	"зяйка"	пол	1542		Повтор "по"	пол	2765			окно	1732	148	"а"	посуду	1197			посуду	1925	529	зяйка	посуду	2238			посуду		256	ка	посуду	1524			тарелку	2480	484	айка	посуду	1186	464	зяйка	посуду	1050	153	ка	посуду	1524	374	яйка	посуду	1122	190	ка	посуду	1750	345	яйка	посуду	1010	417	зяйка			-	-	посуду	0906	-	-	посуду	1208	-	-	посуду	1501	-	-	посуду	1583			посуду	1136			посуду	1271	503	йка	пол	1451			посуду	1036			стол	3356	483	айка	посуду	972	155	на	пол	1907			посуду	1396			тарелки	1203			тарелки	1943	-	-	ванную	1529	-	-	посуду	1337	0407	-"йка"	посуду	1267	0574	-"айка"	посуду	1007	-	-	шторы	2135	-	-	руки	1917	0587	-"хозяйка"	посуду	1095	-	-	посуду	1600	-	-	посуду	1011	-	-	раму	1887	-	-	ребенка	2887	-	-	посуду	1601	0377	-запись с другого файла	цветы	1473		странный ответ	посуду	2155	-	-	посуду	1634	-	-	посуду	1921			посуду	2864			стол	1759			посуду	2222	 - 		посуду	1943			посуду	1344			посуду	1361	 - 		посуду	1318	 - 		посуду	2120	 - 		посуду	1101	 - 		пол	1547	0604	"хозяйка"	NR		 - 		полы	1464	0127	"-ка"	полы	16			посуду	1308			посуду	1824			-	0		нет ответа	посуду	1336	0335	″ка″	посуду	2288	0455	-"айка"	пол	1319	-	-	посуду	1436	-	-	посуду	1622	-	-	посуду	2185	0282	-"ка"	посуду	1483	-	-	посуду	2046	-	-	посуду	1526	-	-	посуду	1492	-	-	посуду	0986	0259	-"ка"	посуду	1205	-	-	посуду	1283	0259	-"ка"
10	high	В избе старуха топила	1003	печку	1414			печку	1503	458	"-таруха"	печь	1236	594	"таруха"	печь	1320	0349	-уха	баню	2728	466	уха; конец ответа в следующем файле	печь	1309			печку	1495			печь	1438			печь	1748	242	"ха"	печь	1604			котят	1549			печь	2203			печь	2210	199	"а"	печь	1925	368	"уха"	печь	1281	230	а	печь	1863			печь	1525			лёд	3366	373	уха	печь	1985			баню	1333			печь	1226	283	руха	печь	1025	380	уха	печь	1307	306	ха	печь	2218	265	уха	печь	992			печь	1153	0338	-уха	печь	1152	-	-	печь	1390	-	-	печь	1406	-	-	печь	1712	123	а	печь	1363	303	уха	печь	1450	413	уха	печь	1068	223	ха	печь	1386	194	а	печку	1792	482	уха	печь	1353			масло	2495			печь	1355	341	уха	печь	1378			избу	1283	-	-	печь	0999	-	-	печь	1336	-	-	печь	1460	0521	-"уха	печь	1086	-	-	печь	1383	-	-	печь	1206	-	-	печь	1780	-	-	печь	1933	0278	-"ла"	печь	1066	-	-	печь	1712	-	-	соседей	3907	-	-	печь	1604	0637	-"старуха"	печь	1421			печь	2114	-	-	печь	1514	0594	-"старуха"	печь	1825			печь	1771			печь	1545			печь	1472	 - 		печку	2059			печь	1560			печь	1247	 - 		печь	1171	 - 		баню	1635	 - 		печь	1016	 - 		печь	1418	0436	"-уха"	печь	1257	1256	"збе старуха топила"; прочитал на следующем слайде	печь	1366	0362	"-уха"; дочитал на следующем слайде	печь	583	64	произнесено во время 1004; отрывок "-а" с предыдущего слайда	печь	1541			печь	2066			печь	2963	564	"-уха"	печь	1476	0550	″таруха″	печь	1635	-	-	печь	1115	-	-	печь	1643	-	-	печь	1770	-	-	печь	1617	-	-	печь	1740	-	-	печь	2860	-	-	печь	1573	-	-	печку	3240	-	-	печь	1287	0375	-"уха"; ответ в другом звуковом файле	печь	1193	0406	-"уха"	печь	1350	-	-
