№	Context	ART	min RT	max RT	stdev RT	ART'	min ART'	max ART'	stdev ART'
1	Отправитель наклеил на письмо	1658.267442	894.000000	3638.000000	499.425492	1501.232558	143.000000	3472.000000	522.422315
2	Кошки превосходно видят в	935.686047	320.000000	4168.000000	553.506496	866.558140	14.000000	4168.000000	584.551746
3	Перед сном бабушка выключила в комнате	1529.627907	675.000000	3121.000000	503.444770	1318.627907	395.000000	3064.000000	520.137291
4	Артисты поклонились и ушли за	1442.151163	506.000000	5789.000000	870.935056	1296.988372	108.000000	5789.000000	869.283958
5	Туристы спускались на байдарках по	1391.220930	565.000000	4450.000000	617.528916	1250.674419	239.000000	4058.000000	582.332600
6	Проводник положил лимон и сахар в	1232.164706	422.000000	5463.000000	952.603998	1100.317647	-33.000000	4910.000000	964.420048
7	Гости положили грязные тарелки в	1378.697674	276.000000	3117.000000	580.386181	1247.000000	42.000000	2665.000000	647.824668
8	Учитель написал пример мелом на	878.588235	365.000000	2029.000000	352.631647	766.623529	0.000000	2029.000000	397.708016
9	После ужина хозяйка помыла	1610.566265	906.000000	3356.000000	507.630295	1466.771084	568.000000	2887.000000	540.146916
10	В избе старуха топила	1604.081395	992.000000	3907.000000	516.799955	1448.232558	1.000000	3907.000000	575.020443
11	Моя маленькая сестрёнка увлекается лепкой из	1154.682353	401.000000	4264.000000	545.801360	1002.247059	0.000000	4264.000000	617.894985
12	Войдя в квартиру, жилец плотно закрыл	1464.988372	826.000000	3307.000000	458.417367	1315.720930	347.000000	3307.000000	491.186742
13	На новый год мы всегда украшаем	1660.547619	987.000000	4001.000000	478.818184	1551.761905	614.000000	4001.000000	521.110552
14	Певица высушила волосы с помощью	1554.767442	390.000000	4068.000000	554.876662	1394.430233	390.000000	4068.000000	612.049220
15	Бегун завязал на ботинках 	1794.290698	924.000000	9994.000000	1065.683618	1644.244186	608.000000	9820.000000	1082.375187
16	Помолившись, старушка осторожно задула	1599.600000	918.000000	3443.000000	482.884813	1435.811765	535.000000	3306.000000	589.633451
17	Все гости дружно уселись за	1074.395349	446.000000	2430.000000	357.624064	953.604651	141.000000	2430.000000	401.807776
18	Бабушка купила таблетки от головной боли в	1215.105882	398.000000	2940.000000	430.870769	1148.294118	221.000000	2940.000000	435.900923
19	Девочка гуляла по лужам и промочила	1874.058140	562.000000	4642.000000	624.960109	1760.558140	239.000000	4642.000000	699.605630
20	В семь лет дети начинают ходить в	1125.917647	12.000000	5164.000000	687.917686	1051.188235	12.000000	5164.000000	712.966764
21	Садовница поливает высохшее	1751.682353	791.000000	3739.000000	533.492518	1620.388235	435.000000	3739.000000	582.920563
22	Летом мальчик катался на двухколёсном	1805.604651	1185.000000	3292.000000	419.187233	1661.465116	809.000000	3292.000000	502.040207
23	Художник точил цветной	1590.023256	907.000000	8132.000000	920.728803	1438.034884	527.000000	7880.000000	958.990357
24	На стене висела картина в бронзовой	2196.464286	497.000000	10852.000000	1352.202839	2080.595238	497.000000	10852.000000	1355.425120
25	Выпускница надела босоножки на высоких 	1602.682353	940.000000	3474.000000	486.089797	1420.188235	587.000000	3211.000000	525.645487
26	На экзамене студент допустил досадную	1591.952941	1007.000000	2542.000000	371.383863	1475.294118	603.000000	2376.000000	393.379643
27	Начальник резко высказал своё	1439.813953	574.000000	3554.000000	581.589475	1265.406977	-346.000000	2848.000000	601.225286
28	В новом семестре студенты приступили к изучению испанского	1670.302326	994.000000	3805.000000	489.087628	1433.953488	504.000000	3805.000000	547.867629
29	Часто дети богатых родителей учатся в частных	1475.523256	854.000000	3249.000000	448.230553	1336.093023	378.000000	3249.000000	513.935419
30	Девочки хором пели весёлую	1593.569767	926.000000	3693.000000	552.808009	1496.348837	520.000000	3693.000000	593.267617
31	Именинник налил в стакан апельсиновый	1607.813953	1015.000000	3482.000000	442.037755	1498.093023	455.000000	3482.000000	493.479736
32	Брат прислушался и услышал из соседней комнаты женский	1550.776471	945.000000	3383.000000	490.568581	1400.776471	478.000000	3259.000000	552.712475
33	Начинающий актёр мечтал сняться хотя бы в каком-нибудь	1850.247059	1086.000000	4230.000000	620.071826	1730.552941	836.000000	4230.000000	647.276593
34	Марина взяла пульт и выключила надоевший	1820.790698	983.000000	5208.000000	658.540795	1609.965116	454.000000	5208.000000	689.927233
35	Сиделка сварила для больного куриный	1353.411765	843.000000	2261.000000	328.836162	1139.635294	352.000000	2261.000000	405.501977
36	Моя двоюродная сестра учится на химическом	1746.290698	1116.000000	2752.000000	387.869016	1562.895349	660.000000	2752.000000	481.840663
37	Невропатолог прописал мне успокоительные	2070.506024	1196.000000	8713.000000	938.503536	1951.759036	972.000000	8713.000000	950.405287
38	Жених подарил бриллиантовое кольцо своей	1545.593023	661.000000	4755.000000	649.453388	1418.500000	401.000000	4755.000000	673.569906
39	Сергей размешивал чай серебряной	1538.348837	169.000000	3050.000000	418.523224	1441.151163	169.000000	2952.000000	438.203432
40	Житель дома решил написать мэру анонимное	1801.616279	1064.000000	5196.000000	642.295720	1706.488372	816.000000	5196.000000	664.832376
41	По утрам почтальон неспешно разносит	1813.882353	147.000000	4408.000000	694.908908	1626.176471	147.000000	4229.000000	711.361725
42	Крестьянин вчера усердно полол	2202.686047	931.000000	7349.000000	1016.699021	2051.627907	731.000000	7349.000000	1057.636211
43	В начале занятия ученик лениво открыл	1767.406977	814.000000	3798.000000	572.949590	1628.337209	458.000000	3798.000000	607.684876
44	На лугу пастушка неумело стригла	2050.627907	980.000000	6253.000000	899.470695	1868.790698	625.000000	6076.000000	904.119710
45	Воспитанница с гувернанткой учили наизусть	1797.392857	915.000000	6557.000000	855.228808	1631.845238	470.000000	5835.000000	868.009681
