1	марку 160	марки 4	штемпель 1	почтовые марки 1	почтовую, марку 1	две марки 1	штамп 1	— 1
34	телевизор 126	сериал 11	канал 9	фильм 8	компьютер 4	телефизор 3	магнитофон 1	радиоприемник 1	микрофон 1	первый канал 1	телефон/телевизор 1	Первый канал 1	теелвизор 1	видеомагнитофон 1	телесериал 1
35	бульон 130	суп 37	бульончик 2	суп/бульон 1	гуляш 1	суп, бульон 1
36	факультете 153	институте 4	отделении 4	университете 2	фаультете 1	на бухгалтера 1	колледже 1	техникуме 1	унивеситете 1	классе 1	профиле 1	ВУЗе 1	заводе 1
37	таблетки 97	лекарства 26	капли 18	средства 7	пилюли 6	препараты 4	таблеточки 2	средство 1	медикаменты 1	невесте 1	микстуры 1	антидепрессанты 1	развлечения 1	- 1	теблетки 1	на дом 1	настои 1
38	невесте 142	возлюбленной 8	жене 5	подруге 2	любимой 2	девушке 2	маме 1	знакомой 1	будущей жене 1	любовнице 1	капли 1	бухгалтерше 1	невевсте 1	невестке 1	соседке 1	избраннице 1
39	ложкой 138	ложечкой 27	вилкой 5	- 1	кружке 1
40	письмо 138	послание 15	обращение 8	сообщение 4	- 1	признание 1	пиьсмо 1	заявление 1	анонимное 1	письмо, анонимку 1
41	почту 84	газеты 32	письма 31	корреспонденцию 9	газету 3	прессу 3	магазин 1	журналы, газеты 1	журналы 1	открытки 1	кабину 1	утреннюю корреспонденцию 1	конверты 1	объявления 1	вести 1	бумаги 1
42	грядки 67	огород 27	грядку 21	траву 11	морковь 7	картошку 7	поле 4	капусту 3	сорняки 3	морковку 3	клумбу 1	полынь 1	лук 1	градки 1	овес 1	сорники 1	кулбнику 1	газон 1	сорняк 1	сныть 1	дно 1	пшеницу 1	землю 1	растения 1	дрова 1	снопы 1	брюкву 1	рядиску 1	свой огород 1
43	тетрадь 51	учебник 39	книгу 30	дневник 12	дверь 11	портфель 4	книжку 4	рот 3	тетрадку 3	глаза 2	ранец 2	форточку 2	пенал 1	букварь 1	бутылку 1	парту 1	свою тетрадь 1	рукопись 1	тетрадку, книжку 1	журнал 1	учебники 1
44	овец 55	овцу 32	траву 29	газон 17	козу 6	овечку 4	травку 3	коз 2	кусты 2	ногти 2	барана 2	барашка 2	волосы 2	цветы 2	конец 1	козочку 1	ягненка 1	пастуха 1	овечек 1	обед 1	шерсть 1	барашку 1	барашков 1	мальчика 1
45	стихотворение 68	стихи 56	стих 8	поэму 6	стихотворения 5	Пушкина 4	французский 3	стихотворние 2	стишок 2	язык 2	пьесу 2	- 1	немецкий; стихи 1	поэмы 1	вдохновение 1	песнь о горевати 1	пушкина 1	стошок 1	алфавит 1	танец 1	поэзию 1	тексты 1	стихотверения 1	математику 1
46	еды 57	сладкого 33	пищи 8	мучного 8	жирного 5	ужина 5	хлеба 5	пирожных 4	торта 3	пирожного 3	пироженых 2	тортиков 2	обеда 2	мороженого 2	сахара 2	- 1	булки 1	роли 1	шоколадок 1	мучной пищи 1	сталдкого 1	мяса 1	свинины 1	жирной пищи 1	блинов 1	приема пищи 1	сладкой пищи 1	слодостей 1	всего 1	теста 1	плюшек 1	завтрака 1	жареного 1	слодкого 1	сладостей 1	жирной/жирного 1	работы 1	каши 1	сиропа 1	булочек 1	десерта 1	стадкого 1	соленого 1	мороженного 1	котлет 1
47	премию 129	премии 10	гонорар 5	пенсию 3	зарплату 3	премиальные 3	компенсацию 3	аванс 2	деньги 2	бонус 2	прибавку 1	примии 1	награждение 1	денежное вознаграждение 1	вознаграждение 1	ничего 1	деньги/премию 1	пряемию 1
48	лыжах 82	коньках 46	санках 22	санях 4	велосипеде 4	сноуборде 2	роликах 2	скутере 1	машине 1	карусели 1	катке 1	квадрацикле 1	качелях 1	аптеке 1	жене 1	снегоходе 1	ледянке 1
49	море 80	озере 28	реке 19	речке 10	пруду 9	бассейне 5	океане 3	парке 2	месте 1	Черном море 1	ванной 1	луже 1	пляже 1	сапогах 1	плавках 1	реке  1	санатории 1	— 1	0223 1	Азовском, море 1	Турции 1	Крыму 1	пансионате 1	серебряном бору 1
50	капустой 32	повидлом 24	мясом 22	вишней 11	яблоком 9	изюмом 8	яблоками 8	малиной 7	картошкой 7	вареньем 6	грибами 4	творогом 4	джемом 2	павидлом 2	свеклой 1	яйцом 1	маслом 1	монетками 1	ватрушкой 1	малиновым вареньем 1	ягодами 1	тыквой 1	клубникой 1	корицей 1	таворогом 1	земляникой 1	повидлой 1	голубикой 1	морошкой 1	морковкой 1	грушей 1	яйцом, и, луком 1	рисом 1	луком 1	медом 1	лимоном 1	сыром, капустой 1	курицей 1	маком 1	черникой 1
51	ногу 96	руку 46	нос 5	палец 4	ключицу 3	пальчик 3	шею 3	колено 2	лодыжку 2	игрушку 1	ребро 1	желудок 1	позвоночник 1	челюсть 1	запястье 1	себе руку 1	руки 1
52	соревнованиях 108	соревновании 13	олимпиаде 12	забеге 5	состязании 3	матче 3	беге 2	состязаниях 2	спорте 1	сорвенованиях 1	отпуске 1	в следующем туре 1	финале 1	совревнованиях 1	Олимпийских играх 1	соревнование 1	банкете 1	марафоне 1	гонке 1	сроревнованиях 1	дальнейших соревнованиях 1	шпионаже 1	турнире 1	играх 1	афтепати 1	спортакиаде 1	награждении 1	экспедиции 1	игре 1	соревнавании 1	чемпионате 1
53	музей 70	поход 11	зоопарк 8	Москву 6	лес 6	горы 5	город 4	кино 3	театр 3	другой город 2	Париж 2	Суздаль 2	планетарий 2	Кремль 2	Казань 1	ленинград 1	Ростов-на-Дону 1	америку 1	Кисловодск 1	шоколадную фабрику 1	иностранные государства 1	Каргополь 1	деревню 1	м/другой город 1	дом отдыха 1	Тарханы 1	Карелию 1	кремль 1	Крым 1	замок 1	петергоф 1	санаторий 1	Константинополь 1	Нижний новгород 1	новгород 1	Польшу 1	Минск 1	Японию 1	Тибет 1	ресторан 1	Монино 1	парк культуры 1	школу 1	Санкт-петербург 1	университет 1	море 1	карелию 1	магадан 1	москву 1	Питер 1	путешествие 1	сад 1	пещеру 1	пушкин 1	петербург 1	пригород 1	Палеонтологический музей 1	Эстонию 1	Англию 1	галерею 1
54	ручку 22	ключи 18	вазу 14	папку 13	поднос 12	бумаги 9	кофе 8	чашку 7	стакан 7	ключ 7	стул 6	документы 3	папки 3	пресс-папье 3	цветок 3	чайник 2	чай 2	чернильницу 2	карандаш 2	кружку 2	документ 2	- 1	тетрадь 1	калькулятор 1	блокнот 1	шкаф 1	принтер 1	микрофон 1	журнал 1	презервативы 1	_ (ответ потерян) 1	компьютер 1	кольцо 1	посуду 1	деньги 1	брошюру 1	чашку с кофе 1	дверь 1	телефон 1	почту 1	лажа??? 1	степлер 1	картину 1	ложку 1
55	ковер 102	полотно 10	пряжу 9	ткань 8	скатерть 4	одежду 3	платье 3	платок 3	ковры 3	холст 3	- 2	шарф 2	шаль 2	холсты 2	плед 2	на станке 1	вещи 1	шерсть 1	паранжу 1	полотенце 1	дорожку 1	половик 1	палантин 1	коврик 1	рушник 1	одеяло 1	халат 1	рубашку 1	палас 1
56	урну 65	мусорку 26	мусорное ведро 13	мусор 12	мусорный бак 8	корзину 6	мусорный ящик 6	помойку 6	ведро 5	бак 4	ящик 3	окно 3	мусорник 2	мусорницу 2	унитаз 2	мусоропровод 1	мешок 1	мусорную корзину 1	контейнер 1	полке 1	мусорный 1	муорную яму 1	корзину мусорную 1
57	ленту 69	цветок 20	цветы 17	ленты 8	бант 6	ленточку 5	венок 5	заколку 5	косу 4	розу 3	ромашку 3	косичку 2	бусы 2	резинку 2	бантики 2	ленточки 2	тесьму 1	нитки 1	солому 1	пыль 1	чудой локон 1	бантик 1	банты, бантики 1	пряди 1	фен 1	1483 1	косу, ой, не косу, а ленту 1	бант(ик) 1	змею 1
58	деньги 50	соль 42	денег 20	сахар 6	сто рублей 4	соли 3	- 2	кастрюлю 2	три рубля 2	фен 2	ключи 2	телефон 2	муку 1	муки 1	биту 1	дуршлак 1	градусник 1	фен  1	фломастер 1	платье 1	яйцо 1	чай 1	десять рублей 1	нож 1	картошку 1	кофточку 1	карандаш 1	спички 1	зубную пасту 1	пистолет 1	кружку 1	блокнот 1	_ 1	шприц 1	стул 1	ножницы 1	часы 1	деьги 1	сигареты 1	рубль 1	пенал 1	марки 1	электрочайник 1	велосипед 1	сто грамм спирта 1
59	стул 115	диван 19	скамейку 9	кресло 8	краешек стула 3	кушетку 3	табурет 3	банкетку 2	стол 2	- 1	колени 1	скамью 1	краешек 1	лавочку 1	лестнице 1	стульчик 1	подоконник 1
60	ученика 103	учеников 14	ученицу 9	студента 6	меня 6	работу 4	- 3	_ 2	Васю 2	мальчика 2	за хорошую работу 1	своего ассистента 1	учащегося 1	девочку 1	воспитанника 1	детей 1	школьника 1	учащихся 1	маму ученика 1	подчиненную 1	своего ученика 1	студентку 1	директора 1	другого 1	жену 1	Валеру 1	себя 1	маму 1	школьницу 1	хулигана 1
61	сок 101	компот 50	морс 6	сироп 5	сидр 3	коктейль 2	чай, сок 1	крюшон 1	напиток 1	чай 1	кисель 1
62	кофту 63	шаль 22	прическу 13	косу 11	юбку 6	шутку 4	сплетню 4	- 3	одежду 3	пряжу 3	вещь 2	жилетку 2	байку 2	болтовню 2	шапку 2	вышивку 2	шляпу 2	кофточку 2	вязаную вещь 1	скатерть 1	газету 1	песню 1	сумочку 1	сумку 1	платье 1	лампу 1	штору 1	герань 1	тюль 1	плесень 1	безрукавку 1	вязаную кофту 1	вещи 1	крфту 1	выдумку 1	шевелюру 1	пенту 1	вязь 1	речь 1
63	пакет 75	стакан 61	контейнер 9	стаканчик 8	мешок 4	кувшин 2	поднос 2	сосуд 2	кулек 1	горшок 1	нет ответа 1	ящик 1	паекет 1	графин 1	флакон 1	башмак 1
64	ложку 120	миску 15	тарелку 10	кружку 4	вилку 4	кастрюлю 3	чашку 3	форму 2	кухню 1	плошку 1	флягу 1	нет ответа 1	посуду 1	кровать 1	женщину 1	рубашку 1	руку 1	палатку 1	трубку 1
65	носки 110	варежки 23	колготки 11	чулки 6	гольфы 5	перчатки 4	носочки 4	рейтузы 2	пальто 1	тапочки 1	руковички 1	Носки 1	гольфики 1	шарф 1	трусы 1
66	плед 78	платок 53	шарф 23	свитер 3	пиджак 2	тулуп 2	кафтан 2	пуховик 1	кошелек 1	мех 1	саван 1	пододеяльник 1	кардиган 1	спальник 1	шаль 1	халат 1
67	чашку 84	вазу 27	статуэтку 13	тарелку 12	куклу 8	кружку 5	посуду 5	чашу 4	миску 2	люстру 1	конфетницу 1	лампу; чашку 1	утварь 1	чашечку 1	игрушку 1	шляпу 1	супницу 1	статуетку  1	статую 1	кастрюлю 1	салатницу 1
68	усмешкой 30	улыбкой 23	иронией 22	обидой 20	досадой 12	тоской 10	радостью 7	грустью 6	ухмылкой 5	ностальгией 5	печалью 4	правдой 4	ненавистью 4	слезой 2	участью 1	слезинкой 1	час 1	завистью 1	сожалением/правдой 1	успешкой 1	теплотой 1	усталостью 1	совестью 1	болью 1	неохотой 1	ноткой 1
69	шерсти 144	пряжи 19	ткани 3	- 1	ткани, шерсти, шерсти 1	шерсть альпаки как называется?  1	пряди 1	козы 1	шерссти 1
70	книгу 105	историю 15	газету 14	книжку 10	повесть 7	пьесу 3	статью 3	литературу 3	поэму 2	- 1	заметку 1	книгу  1	карикатуру 1	брошюру 1	— 1	сказку 1	брошюрку 1
71	ящике 50	сундуке 32	шкафу 27	сундучке 16	ящичке 8	комоде 6	ларце 6	столе 4	шкафчике 3	сейфе 2	секретере 2	- 1	ларчике 1	поддоне 1	доме 1	шкафчике, сундуке 1	пенале 1	сарае 1	чехле 1	саркофаге 1	коможе 1	саквояже 1	брелке 1	коробке 1	шкатуле; дупле 1	дупле 1	башмаке 1
72	игрушками 65	шарами 44	гирляндами 20	шариками 15	огнями 4	фонариками 4	бусами 3	красками 2	игрушкаи 2	словами 1	звездами 1	конфети 1	лампочками 1	флажками 1	снежинками 1	лентами 1	цветами 1	огоньками 1	картинками 1	камнями 1	бантами 1	звездочками 1
73	скрипке 65	флейте 26	гитаре 25	арфе 12	виолончели 10	трубе 7	балалайке 4	дудочке 3	гармошке 3	- 2	лютне 2	рояль 1	домре 1	дуде 1	скрипкой 1	— 1	ложке 1	валторне 1	шарманке 1	срипке 1	дудке 1	цитэ 1	гармонике 1	инструменте 1
74	учителя 63	сотрудника 35	преподавателя 31	педагога 14	уборщика 3	стажера 2	секретаря 2	завуча 2	ученика 2	сотрудницу 1	учителя  1	преподаателя 1	тренера 1	друга 1	заместителя 1	историка 1	перподавателя 1	физрука 1	бухгалтера 1	специалиста 1	сторожа 1	ассистента 1	бегемота 1	трудовика 1	химика 1	дворника 1	программиста 1
75	лесу 71	месте 57	городе 30	районе 3	парке 3	здании 2	- 1	доме 1	лабиринте 1	замке 1	селе? 1	местности 1
76	постель 97	кровать 60	ванну 7	кроватку 4	постельку 2	ванную 1
77	восторгом 62	восхищением 37	удивлением 16	удовольствием 13	уважением 5	сожалением 4	недовольством 3	недоумением 3	сочувствием 3	изумлением 2	чувством 2	интересом 2	удовлетворением 2	возбуждением 1	осхищением 1	впечатлением  1	мнением 1	раздражением 1	пожеланием 1	наслаждением 1	волнением 1	неудовольствием 1	разочарованием 1	радушием 1	отзывом 1	удовольствтем 1	отвращением 1	откровением 1
78	растения 88	цветы 75	растение 3	фиалки 2	цветочки 1	помидоры 1	комнатные растения 1	цветы, растения 1
79	истории 123	анекдоты 42	рассказы 2	байки 1	случаи 1	анектоды 1	сказки 1
80	кошку 127	собаку 7	кошечку 4	кофту 4	юбку 3	кофточку 3	белку 2	козу 1	белочку 1	игрушку 1	шер/шапку 1	жилетку 1	юбочку 1	лошадь 1	киску 1	кошнечку 1	шерсть кота 1	лисичку 1	шкуру 1	гладила 1	подушку 1	жаржетку 1	собачку 1	- 1	рубашку 1	куклу 1	мышку 1	голову 1	варежку 1
81	чемодан 27	жену 18	пистолет 10	рюкзак 6	документы 6	фотографию 6	портфель 5	бритву 5	нож 4	автомат 4	сына 3	планшет 3	оружие 3	вещмешок 2	кипятильник 2	вещи 2	телефон 2	пулемет 2	флягу 2	письмо 2	книгу 2	книги 2	запасные брюки 1	шубу 1	бумажник 1	несессер 1	сигарету 1	друзей 1	фотографию жены 1	сумку 1	карту 1	билет 1	бутылку водки 1	паланшет 1	наган 1	билеты 1	семью 1	сухари 1	водку 1	бритвенный прибор 1	вино 1	фен 1	собаку 1	самое необходимое 1	бутерброд 1	штаны 1	кружку 1	электрическую бритву 1	бинокль 1	дневник 1	папку 1	ноутбук 1	кофе 1	обед 1	компот 1	разговорник 1	шинель 1	мишку 1	кошелек 1	фотоаппарат 1	полотенце 1	револьвер 1	талисман 1	паспорт 1	книжку 1	еду 1	письма 1	саквояж 1	фотографии 1	чемоданчик 1	ложку 1	документ 1
82	чертеж 67	круг 15	схему 11	окружность 7	квадрат 6	эскиз 6	проект 6	треугольник 5	график 5	деталь 4	план 3	дом 3	чертежи 3	диаграмму 2	линию 2	макет 2	таблицу 1	прямоугольник 1	колесо 1	параллелепипед 1	графмк 1	план района 1	планометрическую проекцию 1	проекции 1	фигуры 1	карту 1	лампу 1	модель 1	интеграмму 1	ерунду 1	лестницу 1	круги 1	линии 1	диплом 1	на бумаге 1	чертенка 1	картинку 1	плакат 1	инж. Граф 1	на доске 1
83	кабинет 59	офис 33	стол 21	елку 18	комнату 9	зал 5	дверь 4	приемную 4	окна 2	- 1	окно 1	салон 1	свой стол 1	замок 1	стены 1	начальника 1	рабочее место 1	гирляндами 1	помещение 1	свой дом 1	сад 1	себя 1	стену 1	помещение цветами 1	свою голову 1
84	магазине 12	подсобке 5	сейфе 5	комнате 5	квартире 5	кладовку 5	- 4	офис 4	доме 4	понедельник 4	подвал 4	кармане 3	кладовке 3	сторожке 3	сарае 3	пятницу 3	каморке 3	школе 3	подсобку 2	— 2	ключнице 2	кладовую 2	мастерской 2	помещении 2	склад 2	карман 2	шкафу 2	гараж 2	гараже 2	комнату 2	сарай 2	каптерке 2	столе 2	канцелярии 1	офис(е) 1	сумке 1	гардеробе 1	гостиной 1	ночи 1	бане 1	канун 1	коридоре 1	шкатулке 1	от кладовки 1	офисе 1	бухгалтерии 1	стол 1	подъезд 1	фирме 1	поле 1	рабочее время 1	сторожевой 1	соседней… кладовой 1	баню 1	шкафчике 1	полночь 1	ключница 1	каптерку 1	музее 1	NR 1	бардачке 1	столовой 1	клад 1	комнаты 1	холле 1	амбар 1	зал 1	приемной 1	конторе 1	дом 1	подвале 1	магазин 1	банке 1	учительскую 1	конверте 1	банки 1	тюрьме 1	серверную 1	пути 1	каморку 1	коморке 1	я не понимаю, что это 1	парикмахерскую 1	раздевалке 1	сто пятой комнате 1	машине 1	кабинете 1	воскресенье 1	организации 1	подъезде 1
85	футбол 66	прятки 26	мяч 18	волейбол 7	лапту 7	догонялки 6	классики 5	снежки 5	хоккей 5	шахматы 3	салки 3	игру 2	бадминтон 2	грязи 1	пол 1	баскетбол 1	игры 1	салочки 1	волейболл 1	домино 1	гонялки 1	веселые игры 1	покер 1	футбол" 1	скакалку 1	войну 1	бильярд 1	города 1	гольшу 1
86	посетителя 30	скатерть 24	пол 19	клиента 17	стол 15	брюки 10	ковер 6	гостя 5	себя 5	колени 3	посетителей 3	гостей 2	женщину 2	рубашку 2	костюм 2	штаны 2	одежду 1	посетительницу 1	салфитку 1	пиджак 1	постеителя 1	юбку 1	мужчину 1	ноги 1	платье 1	девушку 1	постетителя 1	платье дамы 1	голову соседу 1	мои колени 1	голову человека 1	полу 1	борщ 1	стул 1	паркет 1	вино 1	пальто 1	нас 1	свою рубашку 1	голову 1
87	математике 112	физике 11	алгебре 8	русскому 7	химии 6	геометрии 6	географии 4	русскому языку 3	литературе 2	истории 2	биологии 2	информатике 1	четыре 1	астрономии 1	естествознанию 1	электродинамике 1	английскому 1	арифметике 1	NR 1
88	ошибку 46	ошибки 23	оплошность 9	невнимательность 6	лень 5	медлительность 5	отчет 5	работу 5	промахи 4	недосдачу 3	- 2	провал 2	недочеты 2	тупость 2	халатность 2	все 2	просчет 2	растрату 2	неточности 2	обман 2	несданный баланс 1	недосчет 1	непослушание 1	мысли 1	плохое 1	неаккуратность 1	проказы 1	расчет 1	несправедливость 1	дибилизм 1	мягкотелость 1	неточность 1	забывчивость 1	нет ответа 1	недобросовестность 1	опечатки 1	годовой отчет 1	нерасторопность 1	неправильное выполнение работы 1	невыполнение 1	спешку 1	косяки 1	невежество 1	характер 1	неудачу 1	поведение 1	неторопливость 1	неправильные расчеты 1	глупость 1	недостачу 1	несерьезность 1	огрехи 1	расторопность 1	воровство 1	нерешительность 1	опоздание 1	что-то 1	безответственность 1	работой 1	промах 1
89	полы 43	пол 41	окна 39	подъезд 13	лестницу 4	посуду 4	раму 2	парадную 2	дверь 2	окно 2	- 1	двери 1	зеркало 1	лифт 1	мужа-инвалида 1	ноги 1	лестницы 1	полы в коридоре 1	лестничную клетку 1	полы в подъезде 1	вазу 1	лестничный пролет 1	стойку 1	площадку 1	тамбур 1	ступеньки 1	голову 1	руки 1
90	Крыму 22	Турции 18	горах 12	Сочи 10	Испании 9	санатории 8	Египте 7	Ялте 4	крыму 4	Италии 4	италии 4	деревне 3	Греции 3	сочи 3	пансионате 3	Европе 2	Тайланде 2	болгарии 2	Франции 2	Китае 2	 турции 2	городе 2	Грузии 2	Волгограде 1	греции 1	Пицунде 1	Норвегии 1	америке 1	Африке 1	коттедже 1	Азии 1	другой стране 1	Болгарии 1	Англии 1	египте  1	англии 1	лесу 1	Геленджике 1	праге 1	Бали 1	Карелию 1	Лондоне 1	Японии 1	Таиланде 1	москве 1	подмосковье 1	Новой Зеландии 1	Канарах 1	на курорте 1	голландии 1	новосибирске 1	одиночестве 1	одессе 1	саду 1	космосе 1	море 1	Тебете 1	парижа 1	круизе 1	Анапе 1	Краснодаре 1	Гаграх 1	исландии 1	нью-йорке 1	теплых краях 1
91	слона 62	жирафа 26	зебру 11	льва 10	тигра 6	бегемота 6	крокодила 5	медведя 5	обезьяну 4	верблюда 2	фламинго 2	слонов 2	носорога 2	- 1	гуся 1	енота 1	кошку 1	животное 1	мамонта 1	слон 1	рысь 1	кенгуру 1	лося 1	орангутанга 1	панду 1	взрослых 1	пингвина 1	лошадь 1	мангуста 1	зверей 1	свиней 1	леопарда 1	гиппопотама 1	ламу 1	шимпанзе 1	змею 1	учительницу такую 1	стрекозу 1	Ельцина 1	бородавочника 1	игуану 1
92	овощи 25	молоко 17	мясо 14	картошку 12	капусту 11	огурцы 9	помидоры 7	яблоки 7	фрукты 6	рыбу 4	корову 3	картофель 3	клубнику 2	колбасу 2	зелень 2	дыни 2	арбузы 2	морковку 2	козу 1	булки 1	яиц 1	творог 1	кур 1	овес 1	— 1	морковь 1	шерсть 1	дыню 1	апельсины 1	свинину 1	тыквы 1	продукцию 1	ягоды 1	мясо кур 1	курицу 1	телятину 1	теленка 1	мандарины 1	сыр 1	пряники 1	тыкву 1	бананы 1	мебель 1	редьку 1	яйца 1	репу 1	поросят 1	чеснок 1	мед 1	свою мясную продукцию 1	крольчатину 1	эскимо 1	капустку 1	укроп 1	- 1	мяту 1	удочки 1	кабачки 1	масло 1
93	памятника 14	фонтана 11	природы 10	картины 10	пейзажа 6	моря 5	елки 5	башни 5	достопримечательностей 4	замка 4	слона 4	статуи 3	дома 3	озера 3	леса 3	музея 3	сосны 2	церкви 2	выставки 2	дерева 2	гор 2	здания 2	водопада 2	заката 2	реки 2	кремля 2	неба 2	деревьев 2	эйфелевой башни 2	достопримечательности 1	картин 1	пейзаж 1	борща 1	лужайке 1	лесного массива 1	айзберга 1	Эйфелевой башни 1	асфальта 1	лебедя 1	фонана 1	Кремля 1	библиотеки 1	местных достопримечательностей 1	океана 1	развалин 1	скамьи 1	меня 1	стены 1	карет 1	мэра 1	экспоната 1	дворца 1	аптеки 1	огромной горы 1	пальмы 1	чистого неба 1	Красной Площади 1	университета 1	звезды 1	зимнего пейзажа 1	горы 1	стола 1	куста 1	обезьянки 1	пожара 1	Домского собора 1	облаков 1	небо 1	сада 1	берез 1	генерала 1	чучела 1	собора 1	ели 1	зоопарка 1	крокодила 1	вольера 1	дерево 1	китайцев 1
